level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,"[Timbalan Yang di-Pertua (Dato’ Mohd Rashid Hasnon)
mempengerusikan Mesyuarat]"
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Tuan Chang Lih Kang [Tanjong Malim],"minta  Perdana Menteri menyatakan
strategi dan pelan tindakan yang diambil oleh kerajaan dalam mencapai sasaran miskin
tegar sifar pada tahun 2025 seperti yang disebut dalam Rancangan Malaysia Ke-12."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Menteri di Jabatan Perdana Menteri (Ekonomi) [Dato’ Sri Mustapa bin Mohamed],"Assalamualaikum warahmatullahi wabarakatuh, salam sejahtera. Tuan Yang
di-Pertua, seperti Yang Berhormat sedia maklum, Yang Amat Berhormat Perdana Menteri
semasa membentangkan RMKe-12 pada 27 September lalu telah mengumumkan
bahawa kerajaan akan melaksanakan program pembasmian kemiskinan menggunakan
pendekatan seluruh negara atau dengan izin, whole of nation approach. Ini akan
melibatkan penyertaan menyeluruh dan bersepadu daripada Kerajaan Persekutuan dan
negeri, sektor swasta, universiti, syarikat berkaitan kerajaan serta pertubuhan masyarakat
sivil dan organisasi berasaskan komuniti.
Tuan Yang di-Pertua, di bawah RMKe-12, strategi menyeluruh meliputi projek dan
program ekonomi, keusahawanan, pendidikan dan kesihatan akan dilaksanakan bagi
menghapuskan kemiskinan tegar pada tahun 2025. Pembasmian kemiskinan tegar akan
dilaksanakan tanpa mengira kaum, jantina, etnik, status sosioekonomi atau lokasi, sama
ada di bandar ataupun luar bandar. Miskin tegar adalah isi rumah yang berpendapatan
RM1,169 sebulan dan ke bawah berdasarkan kepada kos pembelian makanan asas bagi
isi rumah dengan empat ahli keluarga.
Tuan Yang di-Pertua, untuk menjamin pelaksanaan yang lebih berfokus, unit
kemiskinan yang khusus dicadangkan untuk ditubuhkan di peringkat Persekutuan, negeri
dan daerah. Unit khusus ini telah pun ditubuhkan di Unit Perancang Ekonomi pada 8
November yang lalu dan beberapa buah negeri sudah pun menubuhkan unit khusus ini.
Bagi melaksanakan program ini, pangkalan data kemiskinan yang bersepadu dan
berpusat iaitu eKasih akan digunakan. Unit Penyelarasan dan Pelaksanaan (ICU) JPM
sedang membuat pemutihan ke atas data ini. Usaha basmi miskin tegar akan diterajui
bersama oleh EPU dan ICU serta dilaksanakan secara berfasa.
Tuan Yang di-Pertua, cadangan jadual melaksanakan fasa pertama adalah
seperti berikut:
(i) pertengahan bulan Disember 2021, senarai kira-kira 50 lokaliti
seluruh negara akan dikenal pasti oleh ICU;
(ii) penghujung tahun 2021, senarai lokaliti akan diverifikasi
dengan kerjasama kerajaan negeri;
(iii) Januari 2022, program dan strategi akan dirangka berdasarkan
keperluan mengikut kesesuaian lokaliti masing-masing;
(iv) Februari 2022, pembentangan strategi dan Program Basmi
Miskin Tegar fasa pertama akan dibentangkan kepada Jemaah
Menteri; dan
(v) Mac 2025, program ini akan mula dilaksanakan di 50 lokaliti
terpilih.
Pelaksanaan pendekatan baharu ini akan dipantau setiap tiga bulan sekali bagi
memastikan intervensi yang berkesan sekiranya pencapaiannya kurang memuaskan.
Selain daripada 50 lokaliti yang terpilih ini, program sedia ada bagi kelompok dan keluarga
miskin lain di seluruh negara akan diteruskan. Dengan pendekatan secara keseluruhan
negara dan bersepadu serta holistik, kerajaan beriltizam agar miskin tegar akan dapat
dihapuskan menjelang tahun 2025 seperti yang disasarkan di bawah Rancangan Malaysia
Ke-12. Terima kasih Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua [Dato’ Mohd Rashid Hasnon],"Terima kasih Yang
Berhormat Menteri. Soalan tambahan pertama, sila."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Tuan Chang Lih Kang [Tanjong Malim],"Terima kasih Yang Berhormat Menteri,
terima kasih Tuan Yang di-Pertua. Soalan tambahan saya adalah apakah pendekatan
kerajaan yang boleh menjamin program pembasmian kemiskinan ini dapat memanfaatkan
semua warga miskin tanpa mengira kaum, jantina seperti yang dinyatakan dalam
dokumen RMKe-12. Terima kasih."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua [Dato’ Mohd Rashid Hasnon],"Terima kasih Yang
Berhormat Tanjong Malim. Sila Yang Berhormat Menteri."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Sri Mustapa bin Mohamed,"Isunya sama ada pendekatan ini akan
berkesan. Kedua, sama ada ia akan meliputi semua kaum di negara kita. Mengenai soalan
yang kedua iaitu sama ada ia akan meliputi semua kaum, seperti yang telah saya
tegaskan tadi, kemiskinan tidak mengenali etnik ataupun lokaliti. Ada miskin di bandar,
ada miskin di luar bandar. Orang Cina miskin, orang India miskin pun ada dan sudah pasti
yang paling besar ialah bumiputera.
Mengikut perangkaan daripada ICU, miskin tegar di kalangan orang Cina di
negara kita ialah 7,689 keluarga dan masyarakat India seramai 11,290 keluarga. Kalau
lihat di angka-angka bagi Mualim, Mualim ini sebahagian daripada Tanjong Malim. Saya
difahamkan oleh Yang Berhormat, Tanjong Malim mempunyai dua DO.
Salah satunya di Mualim. Angka yang saya ada untuk Mualim tentang miskin tegar
tidaklah begitu ramai. Akan tetapi, bagi Parlimen– saya pun ada angka-angka bagi
Parlimen Tanjong Malim. Angka-angka ini akan disemak oleh pihak ICU. Umpamanya,
miskin tegar di bandar dalam Parlimen Tanjong Malim ialah 599 keluarga, luar bandar
ialah sebanyak 404 keluarga.
Jadi, ini jumlah miskin tegar. Saya nak tekankan, kerajaan tidak dapat atau tak
mampu nak hapuskan kemiskinan sama sekali. Dasar kita adalah untuk hapuskan miskin
tegar. Jadi, di Parlimen Tanjong Malim terdapat kira-kira 599 keluarga isi rumah miskin
tegar dan sekali lagi saya nak tegas bahawa pendekatan baharu ini yang pertama,
pendekatan holistik yang melibatkan semua pihak termasuk Kerajaan Pusat, kerajaan
negeri dan termasuklah NGO melalui CSO. Kedua ialah ia bukan sahaja melibatkan
pendekatan ekonomi, keusahawanan tetapi juga pendekatan holistik, bermaksud
pendekatan selain daripada ekonomi termasuklah pendidikan dan juga kesihatan. Terima
kasih Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Timbalan Yang di-Pertua [Dato' Mohd Rashid Hasnon],"Terima kasih Yang
Berhormat Menteri. Soalan tambahan yang kedua, saya jemput Yang Berhormat Tebrau."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Tuan Steven Choong Shiau Yoon [Tebrau],"Terima kasih Tuan Yang di-Pertua.
Terima kasih juga kepada Yang Berhormat Menteri Ekonomi yang menjawab soalan dari
Yang Berhormat Tanjong Malim ya. Soalan tambahan saya, adalah latar belakangnya.
Saya dapati di kawasan saya, tetapi saya fikir ini bukan khusus di kawasan saya.
Golongan yang miskin tegar dia datang dari keluarga yang ada anak OKU atau ramai
anak-anak, ya. Jadi, hanya seorang yang akan kerja tetapi mereka punya kerja adalah
buruh di kilang atau ladang. Memandangkan gaji minimum sekarang hanya RM1,200.
Walaupun mereka kerja OT pun tidak akan melebihi RM1,500 atau RM1,800.
Jadi, saya nampak ini ada satu income trap untuk orang yang miskin ini dengan
keluarga besar dan juga ada anak OKU. Jadi, macam mana dengan perancangan di
dalam RMKe-12 boleh bawa mereka keluar dari income trap supaya masalah ini boleh
diselesaikan. Bagi saya, ini hanya boleh diselesaikan sekiranya ada pendekatan supaya
apa keluarga tidak besar, anak-anaknya dapat dijaga, dapat pendidikan. Jadi, dia
memerlukan satu pelan tindakan yang menyeluruh untuk selesaikan masalah ini."
JAWAPAN-JAWAPAN MENTERI BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Timbalan Yang di-Pertua [Dato' Mohd Rashid Hasnon],"Soalannya Yang
Berhormat Tebrau, soalannya."
