level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,"[Timbalan Yang di-Pertua (Datuk Dr. Wan Junaidi bin Tuanku Jaafar)
mempengerusikan Mesyuarat]"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Shamsul Anuar Nasarah [Lenggong],"minta Menteri Perdagangan
Antarabangsa dan Industri menyatakan:-
(a) data terkini prestasi dan jumlah pelaburan asing dalam negara;
dan
(b) kesan terhadap pelaburan ke negara ini ekoran perhimpunan
Bersih 3.0."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Menteri Perdagangan Antarabangsa dan Industri I [Dato’ Mukhriz bin Tun Dr. Mahathir],"*Bismillaahir Rahmaanir Rahiim. Assalamualaikum warahmatullaahi
wabarakaatuh,* salam sejahtera dan salam 1Malaysia. Tuan Yang di-Pertua, mengikut
imbangan pembayaran atau *balance of payments* dengan izin, yang dikeluarkan oleh
Jabatan Perangkaan Malaysia, kemasukan pelaburan asing atau FDI untuk tahun 2011
adalah RM32.9 bilion berbanding RM29.3 bilion pada tahun 2010 dan RM5 bilion pada
tahun 2009.
Prestasi pelaburan di Malaysia adalah memberangsangkan dan Malaysia masih
merupakan destinasi pelaburan yang menarik bagi pelabur asing. Bagi tempoh Januari
hingga April 2012 pula, sejumlah 268 projek perkilangan telah diluluskan dengan nilai
pelaburan sebanyak RM17.9 bilion berbanding 846 projek dengan pelaburan bernilai
RM56.1 bilion bagi keseluruhan tahun 2011. Daripada RM17.9 bilion pelaburan diluluskan
bagi tempoh Januari hingga April 2012, RM10.1 bilion bersamaan 56.4% merupakan
pelaburan domestik manakala RM7.8 bilion bersamaan 43.6% adalah pelaburan asing.
Berdasarkan kajian yang telah dijalankan oleh *Institute for Management Development* (IMD)
di Lausanne Switzerland, Malaysia kini menduduki tangga ke-14 sebagai salah satu negara
yang mempunyai ekonomi berdaya saing berbanding tangga ke-16 pada tahun 2011.
Kajian tersebut turut menunjukkan bahawa berbanding dengan negara yang
memiliki nilai pendapatan isi rumah kurang daripada RM60 ribu, Malaysia turut
mengekalkan kedudukan kedua dari 29 di hadapan negara-negara membangun seperti
China, Chile dan Thailand. Kejayaan negara dalam memperbaiki kedudukan ke tangga 14
turut menunjukkan langkah-langkah yang telah diambil oleh pihak kerajaan dalam
memperbaiki daya saing ekonomi negara dan langkah-langkah tersebut merupakan usaha
berterusan yang merangkumi penambahbaikan terhadap pelaksanaan sistem perkhidmatan
awam, peningkatan ketelusan dan akauntabiliti bagi menjana pembangunan sektor swasta
yang berdaya mampan. Prestasi yang lebih baik ini juga turut digambarkan di dalam *Indeks
Keyakinan Pelaburan Asing 2012* oleh *A.T Kearney* di mana kedudukan Malaysia telah
meningkat ke tangga ke-10 pada tahun 2012 berbanding kedudukan di tangga ke-20 pada
tahun 2010.
Tuan Yang di-Pertua, perhimpunan haram Bersih 3.0 yang diadakan pada 28 April
2012 secara amnya tidak memberi kesan terhadap keyakinan pelabur asing ke negara ini."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,ANNOTATION,[Tepuk]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Menteri Perdagangan Antarabangsa dan Industri I [Dato’ Mukhriz bin Tun Dr. Mahathir],"Malaysia masih mengekalkan keyakinan pelabur berlandaskan asas-asas atau
dengan izin *fundamentals* ekonomi negara yang kukuh. Walau bagaimanapun, kementerian
ini berpandangan bahawa sekiranya aktiviti seperti perhimpunan haram Bersih 3.0 tersebut
dibiarkan berterusan, ianya akan memberikan kesan dari segi keyakinan para pelabur
terhadap keselamatan dan kestabilan ekonomi negara."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Shamsul Anuar Nasarah [Lenggong],"Terima kasih Tuan Yang di-Pertua
dan tahniah kepada kerajaan atas pelbagai usaha, inisiatif dan pendekatan baru dibuat
telah melonjakkan Malaysia dan meletakkan negara ini pada kedudukan landasan yang
betul dalam aspek pelaburan dan sebagainya. Kebimbangan kita ialah apabila ada usaha,
ada pihak tertentu yang melakukan pelbagai perkara untuk mengganggu gugat usaha murni
kerajaan dalam usaha untuk meningkatkan pendapatan negara sebagainya. Bersih 3.0 ini
yang kita cukup yakin bahawa ia juga bertujuan untuk merosakkan imej negara terutama
laporan yang dibuat oleh media-media antarabangsa. Apakah langkah jangka panjang yang
dibuat oleh kementerian untuk memulihkan semula imej Malaysia di media antarabangsa
dan kita juga yakin bahawa Bersih dan juga demonstrasi jalanan ini mungkin menjadi
pilihan kepada pihak Pakatan Rakyat jika tidak dapat memerintah dan sebagainya. Sudah
tentu juga kita perlukan susulan..."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua [Datuk Dr. Wan Junaidi bin Tuanku Jaafar],"Yang
Berhormat ucapan Yang Berhormat."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Shamsul Anuar Nasarah [Lenggong],"Bagi membolehkan persediaan
dibuat oleh kerajaan dalam perkara ini."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Timbalan Yang di-Pertua [Datuk Dr. Wan Junaidi bin Tuanku Jaafar],"Soalan
lah Yang Berhormat."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Shamsul Anuar Nasarah [Lenggong],"Saya hendak minta pandangan
pihak kementerian. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1000,Dato’ Mukhriz bin Tun Dr. Mahathir,"Terima kasih Yang Berhormat Lenggong.
Tuan Yang di-Pertua, walaupun dari segi keyakinan pelabur terhadap Malaysia itu tidak
terjejas seperti yang saya nyatakan tadi akibat daripada perhimpunan haram Bersih 3.0
tetapi sudah tentu demonstrasi jalanan ini tidak membantu kita untuk menarik FDI ke
Malaysia."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Dato’ Mukhriz bin Tun Dr. Mahathir,"Seperti mana yang telah disebut oleh Yang Berhormat Lenggong memang benar
imej sudah tentu akan terjejas. Selain daripada demonstrasi-demonstrasi jalan ini yang
kemudian bertukar menjadi rusuhan, kita tahu juga mengenai kegiatan beberapa pemimpin-
pemimpin pihak pembangkang yang kerap kali ke luar negara untuk memburuk-burukkan
nama baik Malaysia. Sudah tentu ini juga tidak membantu untuk menarik pelabur ke
Malaysia.
Kalau ini berterusan saya rasa bahawa keyakinan pelabur terhadap Malaysia
mungkin akan semakin negatif dan saya dapati bahawa mungkin apabila FDI kita menurun
akibat daripada tindakan-tindakan ataupun aktiviti-aktiviti yang telah dilakukan oleh pihak
pembangkang ini maka pada waktu itu mereka boleh menuduh kerajaan tidak cekap untuk
mengendalikan ekonomi negara kita ini. Ironisnya Yang Berhormat apabila kita keluar
negara untuk menarik pelabur, yang mendapat manfaatnya termasuklah negeri-negeri di
bawah pakatan pembangkang.
Antara aktiviti yang kita jalankan untuk meyakinkan pelabur asing terhadap
Malaysia adalah untuk memperkenalkan pendekatan berfokus ataupun *targeted approach*
di samping penekanan terhadap industri berintensifkan modal dan teknologi serta
penglibatan dalam R&D untuk menarik pelaburan. Selain itu, kita juga memberikan tumpuan
khusus kepada syarikat terkemuka yang telah dikenal pasti dalam sektor bernilai tambah
tinggi, industri berasaskan pengetahuan dan teknologi tinggi, menambah baik dasar-dasar
semasa termasuk meliberalisasikan dasar-dasar berkaitan pelaburan bagi menggalakkan
pelaburan di seluruh negara, menambah baik sistem penyampaian kerajaan dan
mengurangkan kos untuk menjalankan perniagaan serta menangani kerenah birokrasi
melalui Pasukan Petugas Khas Pemudahcara Perniagaan (PEMUDAH).
Selain itu, menarik taraf dan memodenkan infrastruktur termasuk rangkaian
telekomunikasi terbaru dan Taman Sains Teknologi Tinggi bagi memenuhi keperluan
industri yang baru muncul seperti industri alternatif tenaga yang boleh diperbaharui,
elektronik berteknologi tinggi, jentera dan kelengkapan serta peralatan perubatan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Tuan Mohamed Azmin Ali [Gombak],"Terima kasih Tuan Yang di-Pertua. Saya
menyambut baik kenyataan yang dibuat oleh Yang Berhormat Timbalan Menteri sebentar
tadi bahawa perhimpunan aman Bersih 3.0 tidak memberi kesan kepada keyakinan
pelabur-pelabur untuk terus datang ke Malaysia. Apakah Yang Berhormat Timbalan Menteri
mencadangkan boleh diteruskan dengan Bersih 4.0 oleh kerana tidak ada kesan terhadap
pelabur-pelabur asing.
Keduanya, Yang Berhormat Timbalan Menteri juga mengesahkan bahawa
Malaysia masih lagi menjadi destinasi pelaburan daripada negara-negara luar. Namun,
kalau kita melihat statistik dan data yang terkini negeri Selangor dan Pulau Pinang masih
menjadi dua buah negeri yang terbaik mencatatkan pelaburan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,ANNOTATION,[Tepuk]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Tuan Mohamed Azmin Ali [Gombak],"Mengapa ini
berlaku? Boleh Yang Berhormat Timbalan Menteri menjelaskan kerana kedua-dua negeri
ini adalah negeri di bawah kepimpinan Pakatan Rakyat yang dapat mengurus dan
mentadbir dengan cukup baik, telus dan tidak ada penyelewengan. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Seorang Ahli,Sokong 100%.
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Dato’ Mukhriz bin Tun Dr. Mahathir,"Tuan Yang di-Pertua dan Yang Berhormat,
sebenarnya seperti yang saya nyatakan tadi, walaupun dari segi usaha kita untuk menarik
pelabur asing itu tidak terjejas atas kegiatan haram sebenarnya perhimpunan Bersih 3.0."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Seorang Ahli,"Haram bagi BN, halal bagi PKR."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Dato’ Mukhriz bin Tun Dr. Mahathir,"Saya tidak tahu apa definisi aman bagi
Yang Berhormat kerana bila ada rusuhan saya tidak anggap itu sebagai aman."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,1010,Seorang Ahli,Siapa yang suruh!
