level_1,level_2,level_3,raw_timestamp,timestamp,author,speech
,,,10.00 pagi,1000,,[Timbalan Yang di-Pertua **mempengerusikan Mesyuarat**]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,10.00 pagi,1000,,"langkah kerajaan bagi mengatasi masalah harta pusaka yang tidak diwasiatkan atau
terbeku yang sebahagian besar milik orang Islam yang dianggarkan berjumlah RM45 bilion."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,10.00 pagi,1000,Timbalan Menteri di Jabatan Perdana Menteri [Datuk Liew Vui Keong],"Terima
kasih Tuan Yang di-Pertua. Selamat pagi dan salam sejahtera. Terlebih dahulu terima kasih
kepada Yang Berhormat Senator Puan Hajah Rohani binti Abdullah atas soalan ini.
Tuan Yang di-Pertua, kerajaan sentiasa memainkan peranan penting dalam
pengurusan pentadbiran harta pusaka di negara ini. Melalui agensi-agensi seperti Pejabat
Pusaka Kecil dan Amanah Raya Berhad, usaha dibuat dalam menyampaikan maklumat
tentang pentadbiran pusaka di saluran media cetak dan elektronik. Diharap melalui aktiviti
sedemikian, rakyat akan lebih peka akan kepentingan penyediaan perancangan pusaka
ketika mereka masih hidup melalui penyediaan instrumen wasiat dan peramanahan dan
tidak semata-mata melepaskan masalah tersebut kepada waris. Penyebaran maklumat
berkaitan pentadbiran pusaka juga bertujuan memastikan waris faham akan tindakan yang
wajar mereka laksanakan dan ke mana harus mereka tuju bagi menguruskan pentadbiran
pusaka ahli keluarga mereka.
Pentadbiran pusaka harus disegerakan bagi memastikan harta pusaka tidak terbiar
atau terbeku dan tidak dapat dimanfaatkan oleh waris. Prinsip umum dalam pentadbiran
harta pusaka adalah perlunya permohonan dibuat oleh waris-waris yang sah mengikut
hukum syarak atau Akta Pembahagian 1958 dengan mengikut garis panduan yang telah
ditetapkan sama ada oleh Mahkamah Tinggi, Pejabat Pusaka Kecil dan Amanah Raya
Berhad. Kesemuanya dirujuk sebagai agensi.
Perkhidmatan yang diberikan mudah dicapai melalui cawangan agensi berkenaan
di seluruh negara. Bagi sebarang bentuk harta pusaka sama ada berwasiat atau tidak
berwasiat, pentadbiran pusaka si mati hanya akan dapat dimulakan bilamana permohonan
diserahkan kepada agensi yang saya sebutkan tadi. Di sinilah pendekatan sentiasa dibuat
oleh Amanah Raya Berhad ketika memberi taklimat melalui 19 buah cawangannya
berkaitan pentingnya membuat perancangan pusaka ketika masih hidup dan menggalakkan
membuat wasiat di Amanah Raya dan membuat permohonan pentadbiran pusaka seawal
mungkin.
Di dalam wasiat tersebut, Amanah Raya dilantik sebagai waris ataupun pentadbir
dengan kuasa yang diberikan kepada Amanah Raya di bawah sistem perundangan yang
kita ada di negara ini untuk mengurus dan menyelesaikan pentadbiran pusaka rakyat kita.
Pelantikan Amanah Raya Berhad sebagai wasi atau pun pentadbir di bawah wasiat yang
disediakan dilihat sebagai saling melengkapi bagi memudahkan urusan pentadbiran harta
pusaka.
Menyentuh tentang harta pusaka yang dikatakan melibatkan jumlah anggaran
RM45 bilion. Sebenarnya Tuan Yang di-Pertua, ketika ini tidak ada statistik yang khusus di
negara ini berkaitan nilai sebenar harta pusaka dan tanggungan pusaka yang masih belum
ditadbir. Anggaran ini adalah tidak betul, hanya diutarakan oleh pihak yang tidak
bertanggungjawab.
Tuan Yang di-Pertua, kerajaan pada dasarnya menggalakkan rakyat
menyegerakan permohonan pentadbiran harta pusaka di agensi berkaitan.
Tindakan melengahkan permohonan hanya akan menimbulkan masalah dan
komplikasi termasuklah masalah sosioekonomi rakyat Malaysia. Apabila berlakunya
keadaan di mana rakyat bilamana telah maklum tetapi masih memilih untuk tidak
mengambil tindakan segera dalam membuat perancangan pusaka atau membuat
permohonan pentadbiran pusaka, selagi itulah masalah kelewatan tadbir aset dan liabiliti
mereka yang telah meninggal dunia akan tertangguh. Sekian, terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,10.00 pagi,1000,Timbalan Yang di-Pertua,"Terima kasih Yang Berhormat Menteri. Soalan
tambahan, Yang Berhormat Puan Hajah Rohani. Silakan Yang Berhormat."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,10.00 pagi,1000,Puan Hajah Rohani binti Abdullah,"Terima kasih Tuan Yang di-Pertua dan
terima kasih kepada Yang Berhormat Timbalan Menteri yang telah memberi penjelasan. Di
antara faktor yang menyumbang kepada harta pusaka yang tidak diwasiatkan termasuk
masalah waris yang kurang pengetahuan berkaitan pengurusan harta si mati.
Soalan saya, apakah langkah kerajaan bagi meningkatkan pengetahuan umat
Islam mengenai pengurusan harta pusaka yang tidak diwasiatkan ini mengenai pengurusan
dan prosiding harta pusaka ini termasuk panduan pengumpulan dokumen berkaitan harta si
mati. Apakah kerajaan menyediakan agensi atau badan-badan tertentu. Saya difahamkan
tadi ada Amanah Raya Berhad bagi menasihati si waris dari segi faraid yang sering menjadi
punca kepada perbalahan dan perebutan harta pusaka ini."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,■1010,1010,Puan Hajah Rohani binti Abdullah,"Kedua, apakah langkah kerajaan bagi meningkatkan peranan Amanah Raya
Berhad menyediakan perkhidmatan dalam bidang perancangan dan pengurusan harta
pusaka? Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,■1010,1010,Datuk Liew Vui Keong,"Terima kasih kepada Yang Berhormat Senator Puan
Hajah Rohani atas soalan tambahan ini. Seperti yang dimaklumkan oleh Yang Berhormat
Senator tadi, iaitu yang bermasalah ini ialah mengenai wasiat di mana tidak ada wasiat
yang ditinggalkan apabila seseorang meninggal dunia. Jadi, tanggungjawab kitalah untuk
meninggalkan wasiat, untuk memastikan bahawa waris-waris kita akan tahu apa yang akan
dilakukan selepas kita meninggal dunia. Jadi yang tidak ada wasiat ini perlulah membuat
permohonan kepada pihak mahkamah biasanya untuk mendapatkan surat pelantikan atau
letter of administration untuk mengendalikan harta kita yang telah pun kita tinggalkan. Inilah
selalu yang menjadi masalah bagi rakyat.
Saya telah pun menjawab tadi melalui jawapan saya di mana kerajaan sentiasa
menyampaikan maklumat tentang pentadbiran pusaka melalui saluran media cetak dan
elektronik. Agensi-agensi yang saya telah pun katakan tadi melibatkan agensi Pejabat
Pusaka Kecil dan juga Amanah Raya Berhad yang memainkan peranan yang begitu
penting sekali untuk memaklumkan kepada pihak rakyat mengenai prosiding-prosiding yang
tertentu dan bagaimanakah kita boleh mengelakkan masalah-masalah yang selalu timbul di
antara waris-waris yang menuntut harta-harta si mati ini.
Di sini saya juga ingin menegaskan kepada semua rakyat Malaysia untuk
mengadakan satu wasiat dan bolehlah melantik pihak Amanah Raya untuk menjadi
pentadbir dalam wasiat kita, ataupun tidak semestinya pihak Amanah Raya, kepada orang
yang kita percaya sekali ataupun melalui peguam. Ini akan menyenangkan kepada pihak si
waris apabila membuat tuntutan.
Daripada segi faraid yang telah pun ditimbulkan oleh Yang Berhormat Senator, sijil
faraid yang sah ini hanya boleh dikeluarkan oleh Mahkamah Syariah di negeri-negeri di
mana orang itu telah pun meninggal dunia. Jadi fungsi menasihatkan waris ini biasanya
dilaksanakan oleh pihak Pusaka Kecil atau peguam ataupun mahkamah dan juga Amanah
Raya. Jadi mana-mana pihak yang mempunyai masalah mengenai pusaka ini terutamanya
kepada sijil faraid, bolehlah merujuk kepada pihak yang saya sebutkan tadi.
Daripada peranan Amanah Raya untuk meningkatkan peranan mereka,
sememangnya kita boleh lihat pihak Amanah Raya sentiasa menjalankan tugas. Kita ada
19 agensi keseluruhannya di mana mereka membuat nasihat kepada pihak yang datang
untuk mendapatkan nasihat mengenai pengurusan pentadbiran si mati ini. Jadi saya
galakkan kepada semua pihak berkenaan untuk memastikan bahawa kita ada wasiat yang
sah di mana kita tinggalkan dan dari situlah kita dapat mengelakkan semua masalah
apabila kita tidak ada dalam dunia ini. Sekian, terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,■1010,1010,Tuan Haji Muhamad Yusof bin Husin,"Terima kasih Tuan Yang di-Pertua. Saya
ingin mengemukakan pertanyaan tambahan di mana dalam kes harta pusaka ini, terdapat
juga si mati di mana waris-warisnya tidak mengetahui bahawa bapa atau tok wan mereka ini
mempunyai harta pusaka. Jadi, bagaimanakah ini hendak diselesaikan? Adakah Amanah
Raya dan agensi-agensi yang lain menjejaki harta-harta pusaka si mati ini ataupun
bagaimana mekanisme yang dilaksanakan oleh kerajaan untuk memastikan bahawa
pusaka yang ditinggalkan oleh si mati yang tanpa diketahui oleh warisnya ini dapat
diselesaikan? Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,■1010,1010,Datuk Liew Vui Keong,"Terima kasih kepada Yang Berhormat Senator. Inilah
masalahnya apabila kita yang masih ada dalam dunia ini tidak memaklumkan kepada
keluarga kita di mana harta kita yang kita ada. Umpamanya, sekiranya Yang Berhormat ada
harta di negeri Sabah ataupun di mana-mana tempat sahaja di Semenanjung ataupun di
dunia ini dan tidak dimaklumkan kepada keluarga, apabila kita telah pun tidak ada dalam
dunia ini dan tidak meninggalkan wasiat, itulah yang menjadi masalah. Kerajaan pun tidak
akan tahu sekiranya waris tidak memaklumkan. Waris pun tidak tahu, jadi bagaimana
kerajaan akan tahu? This is the problem saya rasa apabila saya mengendalikan isu-isu
mengenai pentadbiran wasiat ini di mana kita tidak ketahui.
Kadangkala bukan sahaja harta benda, kadang wang dalam bank yang tidak
dimaklumkan kepada keluarga ataupun isteri ataupun- adalah atas-atas sebab tertentu
tidak diketahui oleh keluarga. Inilah yang akan menjadi masalah. Jadi, wang ini ataupun
harta ini kadangkala tidak dituntut dalam tujuh tahun, jadi mengikut undang-undang, wang
ini akan dimasukkan kepada wang yang tidak dituntut ataupun kumpulan wang yang tidak
dituntut ataupun dikenali sebagai unclaimed money.
Di situlah unclaimed money yang menjadi masalah kepada kerajaan. Ini kerana
unclaimed money ini ia bukan sahaja termasuk kepada wang pusaka tetapi ia termasuk
juga wang seperti umpamanya wang di mahkamah. Apabila seseorang penjamin telah pun
menjamin seseorang dan kes prosiding telah pun tamat, wang itu tidak dituntut di
mahkamah, jadi selepas tujuh tahun, wang itu dimasukkan juga ke unclaimed money.
Selain daripada itu, wang di dalam bank yang tidak dituntut. Mungkin Yang
Berhormat terlupa pula ada wang dalam bank ini, bank itu dan selepas tujuh tahun, akan
dimasukkan ke dalam unclaimed money. Juga banyak wang yang saya katakan mungkin
dalam pejabat guaman yang mana kadangkala dalam prosiding mahkamah, apabila kes
selesai ataupun semasa kes berjalan, sebelum kes selesai, mungkin plaintif ataupun
defendan telah meninggal dunia dalam prosiding itu dan wang itu tidak dituntut. Maka
peguam perlulah hantar wang itu ke Unclaimed Money Department. Jadi dalam ini akan
menjadikan satu kumpulan yang besar. Akan tetapi itu bukan termasuk dalam wang tunai
sahaja, tetapi harta juga dan sebagainya.
Jadi inilah yang menjadi masalahnya, dan kerajaan tidak ada statistik. Kita tidak
dapat memastikan harta benda yang ditinggalkan si mati sekiranya dia tidak maklumkan
kepada keluarga di mana dia ada harta. Jadi inilah saya nasihatkan kepada kita semua,
penting untuk kita ada wasiat untuk menentukan harta ini kepada siapa. Wang di bank ini
untuk siapa dan apa-apa yang kita ada, cincin, emas, apa yang kita hendak tinggalkan
kepada siapa, kita tuliskan dalam wasiat kita. This is more important untuk mengelakkan
masalah yang akan timbul apabila kita tidak ada di dunia ini. Sekian.
**2. To’ Puan Hajah Zaitun binti Haji Mat Amin [Di Bawah P.M. 23(2)]** minta Menteri
Pelajaran menyatakan, adakah cadangan agar modul integriti dan pencegahan rasuah
dapat diterapkan sebagai modul pembelajaran di sekolah rendah dan menengah dalam
usaha menerapkan nilai-nilai murni seperti jujur, amanah dan berintegriti sebagai
persediaan golongan pelajar sebelum memasuki alam pekerjaan yang mencabar."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,"1. Puan Hajah Rohani binti Abdullah minta Perdana Menteri menyatakan, langkah-",,■1010,1010,Timbalan Menteri Pelajaran II [Dr. Haji Mohd. Puad bin Zarkashi],"Terima kasih
Tuan Yang di-Pertua. Tuan Yang di-Pertua, untuk makluman Yang Berhormat, SPRM
sebenarnya telah mencadangkan supaya modul integriti dan pencegahan rasuah
dimasukkan dalam kurikulum sekolah-sekolah Kementerian Pelajaran.
Cadangan ini telah dikemukakan pada bulan Jun 2012. Pihak Kementerian
Pelajaran Malaysia sebenarnya sedang mengkaji kesesuaian modul ini sebelum ia dapat
dilaksanakan khususnya dalam tiga mata pelajaran iaitu Pendidikan Agama, Pendidikan
Sivik dan Kewarganegaraan dan juga Pendidikan Moral. Terima kasih."
