level_1,level_2,level_3,timestamp,author,speech
,,,1000,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,,,1000,ANNOTATION,[Soalan No. 1 - Dato' Ahmad Fauzi Zahari (Setiawangsa) tidak hadir]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1000,Tuan Sim Chee Keong [Bukit Mertajam],"minta Menteri Pendidikan menyatakan
jumlah pinjaman pendidikan, bayaran balik dan faedah, upah dan lain-lain bayaran
mengikut pecahan kategori yang dibayar kepada PTPTN dari 2001 hingga 2014. Nyatakan
jumlah pelajar disenaraihitamkan oleh badan tersebut dalam tempoh yang sama."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1000,Timbalan Menteri Pendidikan [Tuan P. Kamalanathan a/l P. Panchanathan],"Terima kasih Yang Berhormat Tuan Yang di-Pertua dan terima kasih Yang Berhormat Bukit
Mertajam. Untuk makluman Ahli Yang Berhormat, bagi tempoh tahun 2012 hingga 2014
seramai 596,152 pinjaman telah diluluskan dan diterima oleh peminjam melibatkan
peruntukan sebanyak RM15.19 bilion. Sehingga 31 Disember 2014, seramai 1,627,236
orang peminjam perlu membayar balik pinjaman berjumlah RM12.64 bilion. Daripada
jumlah tersebut seramai 1,046,055 ataupun 64.28% peminjam telah mula membayar balik
pinjaman dengan *amount* kutipan sebanyak RM5.69 bilion iaitu 45.02%. Bilangan peminjam
yang masih gagal membuat bayaran balik ialah seramai 581,181 melibatkan *amount*
tertunggak berjumlah RM4.51 bilion, manakala RM2.44 bilion baki tertunggak adalah oleh
1,046,055 orang peminjam yang membayar balik lebih rendah daripada ansuran yang
ditetapkan.
Dalam tempoh yang sama seramai 134,664 orang peminjam telah di senarai hitam
daripada meninggalkan negara melalui Jabatan Imigresen Malaysia. Walau bagaimanapun,
seramai 49,968 orang peminjam telah datang berbincang dengan PTPTN dan membuat
bayaran. Baki peminjam yang masih disenaraihitamkan ialah seramai 84,696. Terima kasih
Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1000,Tuan Sim Chee Keong [Bukit Mertajam],"Terima kasih Tuan Yang di-Pertua dan
terima kasih Yang Berhormat Timbalan Menteri atas jawatan tersebut tadi. Di sini saya
hendak tanya ataupun – hendak tanya kepada kementerian, Tuan Yang di-Pertua. Ada satu
Surat Pekeliling PTPTN Bil. 1/2014 menyatakan bahawa jumlah pembiayaan ataupun
pinjaman PTPTN diturunkan sebanyak 5% bagi IPTA dan 15% bagi IPTS. Jadi saya rasa ini
merupakan satu perkara yang macam tidak masuk akal kerana dalam keadaan rakyat kena
GST, kos sara hidup meningkat dan kos pendidikan pun meningkat, jumlah pinjaman
PTPTN yang boleh dipinjam pula menurun.
Jadi saya hendak minta kementerian untuk menjawab bab ini dan memohon
supaya kerajaan boleh mengkaji semula supaya *reverse this policy* sebab memang tidak
masuk akal di dalam keadaan yang– yuran pendidikan di kolej-kolej swasta pada hari ini
meningkat dan memang sebelum ini pun tidak dapat di*cover* ataupun ditampung
sepenuhnya oleh PTPTN. Sekarang, turun lagi. Jadi akan membawa satu beban yang
besar kepada anak-anak muda kita dan keluarga-keluarga terutamanya daripada yang
berpendapat rendah.
Saya nampak tadi jawapan Timbalan Menteri, *collection* ataupun bayaran balik
sudah mencecah 45%. Saya rasa ini satu petanda yang baik dan walaupun angka ini boleh
dinaikkan lagi tetapi sudah ada *improvement*. Jadi saya rasa mungkin kerajaan patut
mempertimbangkan semula penurunan jumlah pinjaman ini. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1000,Tuan P. Kamalanathan a/l P. Panchanathan,"Terima kasih Yang Berhormat,
terima kasih Tuan Yang di-Pertua. Kerajaan sentiasa akan memberi pertimbangan yang
sewajarnya pada masa-masa yang berkenaan. Sepertimana yang saya telah maklumkan
sebentar tadi, walaupun jumlah pembayaran ini lebih baik dari masa yang lalu tetapi kita
tidak boleh berpuas hati. Keputusan ini dibuat kerana ramai peminjam yang harus
membayar masih belum melakukan pembayaran.
Oleh kerana pembayaran ini tidak dilakukan, maka dana yang ada kepada PTPTN
ini tidak dapat diberi seperti mana yang telah diberi sebelum ini. Akan tetapi seperti mana
yang dicadangkan oleh Yang Berhormat dan juga dicadangkan oleh Yang Berhormat yang
lain, Kementerian Pendidikan Malaysia dan juga PTPTN sedia menerima cadangan-
cadangan untuk menambah baik. Di antara sebab mengapa PTPTN diwujudkan ialah untuk
membantu anak belia kita untuk melanjutkan pelajar mereka tanpa sebarang masalah. Itu
harapan kita dan kita akan sentiasa bersedia menerima pandangan-pandangan untuk
menambah baik sistem yang sedia ada di PTPTN. Terima kasih Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1010,Tuan Anuar bin Abd. Manap [Sekijang],"Terima kasih Tuan Yang di-Pertua. Kita
tahu PTPTN ini adalah antara punca sebenarnya sumber kewangan pelajar-pelajar kita
untuk melanjutkan pelajaran baik di IPTA mahupun di IPTS. Cuma berdasarkan jawapan
daripada Menteri tadi, boleh tidak pihak kementerian memaklumkan kepada kita, berapakah
jumlah pelajar yang telah mendapat pengecualian bayaran pinjaman PTPTN ini?
Bagaimanakah pelajar-pelajar yang cemerlang ini memohon untuk mendapatkan
pengecualian daripada pinjaman PTPTN ini. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,1010,Tuan P. Kamalanathan A/L P. Panchanathan,"Terima kasih Yang Berhormat
atas soalan yang di minta tadi. Ada jawapan. Okey. Tuan Yang di-Pertua, soalan yang
dibangkitkan oleh Ahli Yang Berhormat Sekijang sebentar tadi memang bertepatan dan
soalan yang harus dibangkitkan. Kerajaan sentiasa akan menghargai dan juga memberi
ganjaran-ganjaran yang terbaik kepada pelajar-pelajar cemerlang.
Untuk makluman Yang Berhormat, sehingga 30 April 2015, seramai 25,277 pelajar
telah menerima pengecualian pinjaman PTPTN. Secara tidak langsung ataupun secara
langsung, Tuan Yang di-Pertua. Ini merupakan pendidikan percuma. Apabila mereka
meminta pendidikan percuma, inilah caranya kementerian dapat memberikan pendidikan
percuma, 25,000 pelajar-pelajar ini telah diberi pinjaman PTPTN.
Akan tetapi apabila mereka berjaya mendapat ijazah kelas pertama, PTPTN
mengecualikan pinjaman-pinjaman ini. Ini merupakan insentif yang kita akan terus
laksanakan dalam masa-masa ini supaya lebih ramai lagi pelajar-pelajar akan mengambil
serius tentang pendidikan mereka. Sekiranya mereka mendapat keputusan cemerlang
dalam peperiksaan, mendapat *First Class Honors*, PTPTN sedia mengecualikan bayaran
mereka.
Dari aspek kaedah permohonan pengecualian bayaran balik pinjaman bagi Ijazah
Sarjana Muda Kelas Pertama Yang Berhormat, mereka boleh memohon pengecualian
bayaran balik pinjaman PTPTN iaitu dengan melengkapkan dokumen-dokumen yang sedia
ada, mengisi borang akuan penerimaan pembiayaan yang boleh dimuat turun melalui portal
PTPTN, salinan Ijazah Sarjana Muda Kepujian Kelas Pertama atau setaraf dengannya yang
disahkan oleh bahagian akademik IPT berkaitan, salinan transkrip keputusan peperiksaan
yang disahkan oleh bahagian akademik IPT berkaitan. Bagi peminjam IPTS, salinan
perakaunan ataupun perakuan akreditasi dari MQA dan juga surat pengesahan Kelas
Pertama, jika tidak dicatatkan perkataan Kelas Pertama pada ijazah. Terima kasih Tuan
Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,3.,,1010,Datuk Wee Jeck Seng [Tanjong Piai],"minta Perdana Menteri menyatakan
apakah perancangan kerajaan terhadap status pekerja awam kontrak di setiap
kementerian."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,3.,,1010,Menteri di Jabatan Perdana Menteri [Dato’ Seri Shahidan bin Kassim],"Tuan
Yang di-Pertua, untuk makluman Ahli Yang Berhormat, kerajaan tidak meletakkan
komitmen pekerja awam kontrak di setiap kementerian akan dilantik atau diserap kepada
jawatan tetap. Sebaliknya, menjadi tanggungjawab pegawai lantikan kontrak untuk
memohon jawatan secara tetap dengan pihak berkuasa melantik yang berkenaan
berdasarkan kelayakan akademik dan juga pengalaman yang dimiliki.
Pengalaman berkhidmat dengan kerajaan boleh dijadikan kelebihan dengan calon
lain bagi dipertimbangkan pelantikan secara tetap. Walau bagaimanapun dari semasa ke
semasa, kerajaan membantu pegawai lantikan kontrak yang akan menghadiri sesi temu
duga bagi tujuan pelantikan secara tetap seperti melalui program *coaching* dan juga
*mentoring* yang disediakan oleh Ketua Perkhidmatan yang berkenaan. Pada masa yang
sama, pegawai tersebut juga didedahkan dengan program latihan bagi meningkatkan lagi
kompetensi dalam bidang pekerjaan.
Maka yang tersebut, pendedahan berterusan melalui program latihan dapat
membantu pegawai untuk membuat sebarang persediaan bagi temu duga jawatan tetap.
Namun begitu, seperti yang telah diumumkan oleh kerajaan dari semasa ke semasa, kajian
dan syor telah pun dibuat untuk dipertimbangkan ke jawatan tetap. Terpulang kepada pihak
kerajaan untuk mempertimbangkan penyerapan pegawai-pegawai kontrak tersebut ke
jawatan tetap. Ini adalah berdasarkan kepada kedudukan kerajaan dari semasa ke semasa."
