,category,subtopic,speaker,content
142,0,7,a87f06,"Terima kasih Yang Berhormat Cameron Highlands. Saya memang maklum tentang kerosakan ini sebagai mana telah diinform kepada kita.
Jadi, sebelum menyebut tentang MARRIS itu, saya hendak maklumkan secara keseluruhannya jumlah peruntukan bagi menaik taraf pada tahun ini ialah RM5 juta. Berdasarkan kos semasa iaitu RM27,000 per 100 meter.
JAKOA menerima permohonan baik pulih dan turap semula jalan daripada Tok Batin, Pengerusi KP JAKOA seluruh negara dan menyalurkan peruntukan bagi kerja-kerja baik pulih tersebut menggunakan pendekatan turap semula, tampal, meratakan dan grading. Keseluruhan kerja naik taraf berjaya dilaksana setakat ini adalah dianggarkan 80 kilometer.
Jadi, tentang MARRIS ini saya memang bersetuju Yang Berhormat Cameron Highlands bahawa pada masa ini adalah eloknya Yang Berhormat sendiri dan mungkin pegawai-pegawai, ADUN, Exco-exco di negeri masing-masing ya di mana jalan-jalan ini yang dibina. Kita sentiasa membina jalan baharu dan menaik taraf jalan.
Jadi, adalah eloknya standard jalan ini mengikut jalan apabila kita membinanya mengikut standard yang ada pada JKR supaya ia dapat dimasukkan ke dalam MARRIS dan bila dalam MARRIS nanti, insya-Allah tiap-tiap tahun kita akan mendapat peruntukan tetap yang disalurkan daripada Kementerian Kewangan kepada negeri-negeri untuk merepair jalan-jalan ini. Mungkin kalau dapat dihantar kepada daripada Kementerian Kewangan kepada JAKOA untuk peruntukan menyelenggara jalan-jalan yang dibina ini. Penyelenggaraan ini mestilah apabila dibuat, mengikut kawasan-kawasan dan mengikut standard dan mengikut tahap jalan itu. Keduanya, tentang kualiti jalan ini. Saya tidak menafikan enam bulan rosak. Kadang-kadang, tiap-tiap tahun peruntukan yang sama diberikan kepada jalan yang sama untuk direpair. Ini berlaku rasanya bukan di Semenanjung sahaja, di banyak tempat. Adalah eloknya barangkali kita supaya apabila membina jalan asal tersebut, walaupun kadang-kadang kita pentingkan connectivity sahaja tetapi kualitinya kurang, dan the maintenance cost is very high dengan izin Tuan Yang di-Pertua. Ini memang kita akui.
Jadi, adalah eloknya kita semua pihak di peringkat negeri, di pihak Jabatan Kerja Raya dan juga kementerian kami sendiri melihat kaedah pembinaan asal jalan tersebut. Pembinaan asal itulah menentukan berapa umur jalan itu, berapa panjang jalan itu dan kekuatannya dan melihat kenderaan apa yang akan lalu di situ.
To be honest, tidak dinafikan ini akan membabitkan kos. Kita tidak buat standard R3 untuk jalan di hulu, di mana macam-macam jenis kenderaan berat yang akan gunakan, it won’t last long.
Kini, satu kaedah yang kita harus buat bukan hanya di perkampungan Orang Asli tetapi di semua tempat. Akan tetapi ini mestilah ada kerjasama semua pihak dan terpaksa menerima hakikat it’s going to be expensive. Insya-Allah Yang Berhormat, mungkin kita masing-masing dengan negeri kita masing-masing, berunding macam mana kaedah untuk memastikan jalan-jalan ini dapat dibina asalnya dengan standard yang minimum, sekurang-kurangnya boleh menerima kenderaan yang five, six, eight tonne and above supaya ia boleh bertahan lama. Jadi, kita tidak payah ulang-ulang, buat heavy maintenance. Kalau boleh, ada just the ordinary maintenance bukannya periodical, bukannya hendak heavy maintenance ke atas jalan ini. Ini memang diakui hakikat sebenarnya. Jadi, saya harap semua pihak dapat bersama-samalah kementerian kami, negeri-negeri, JKR negeri dan juga mana-mana agensi yang berkaitan membina jalan. Kita jangan buat setakat dapat connectivity sahaja tetapi the quality must be there, barulah jarak antara satu maintenance dengan maintenance yang satu lagi itu akan berpanjangan and we will save cost in the long run, dengan izin. Terima kasih Tuan Yang di-Pertua."
143,0,7,9d9ff2,Terima kasih. Yang Berhormat Papar.
144,0,7,09431e,"Ya, Papar. Terima kasih Tuan Yang di-Pertua. sepertimana yang kita tahu, Kementerian Pembangunan Luar Bandar diberikan peruntukan sebanyak RM7.01 bilion untuk tahun hadapan. Jadi, saya dari P.17 ini Papar telah menujukan banyak permohonan untuk kampung-kampung di DUN Pantai Manis, DUN Kawang dan begitu juga di DUN Limbahau. Jadi, permohonan saya itu berkitar kepada perparitan-perparitan yang baik, pemasangan-pemasangan kalbot, jaringan-jaringan jalan-jalan kampung dan juga menaik taraf jalan-jalan kampung, membuka jalan-jalan baharu dan juga menaik taraf jambatan-jambatan menyeberangi sungai ataupun membuat lagi jambatan-jambatan untuk menyeberangi sungai. Begitu juga jambatan gantung banyak yang telah rosak disebabkan oleh banjir baru-baru ini dan kalau boleh banyak lagi tempat-tempat yang memerlukan jambatan gantung. Jadi, terima kasih. Mudah-mudahan apa yang kita pohon itu akan mendapat perhatian daripada kementerian. Terima kasih banyak-banyak."
145,0,7,9d9ff2,Terima kasih. Yang Berhormat saya rasa perkara tersebut telah pun dibincangkan semasa pembentangan Rancangan Malaysia Ke-12. Saya ingat lagi. Saya rasa tidak perlulah Yang Berhormat...
146,0,7,a87f06,"Sedikit sahaja Tuan Yang di-Pertua. Terima kasih Yang Berhormat Papar. Dia dengan izin hari itu dia cakap Brunei, jadi saya balas dia cakap Brunei. Jadi, beginilah Yang Berhormat Papar. Banyak orang yang meminta macam-macam arah kita ini, sama-sama banyak tempat. Sama ceritanya jalan raya, jambatan gantung, parit dan sebagai-bagainyalah. Macam-macam, memang banyak. Jadi, insya-Allah berbahagi-bagilah. Kita lah sama-sama berbahagi-bahagi. Memang banyak akan diperlihat sudah, masing-masing sedikit seorang."
147,0,7,09431e,"Ya, sekurang-kurangnya ‘ampati wa ampati’ ini Papar itu okey."
148,0,7,9d9ff2,Yang Berhormat terima kasih ya.
149,0,7,a87f06,"Tuan Yang di-Pertua, diampati itu maksudnya sekurang-kurangnya adalah sikit-sikitlah. Terima kasih bah."
150,0,8,de3b6a,"minta Menteri Belia dan Sukan menyatakan laporan terperinci isu ""Did Not Start"" (DNS) atlet Paralimpik Malaysia Muhamad Ziyad Zolkefli di Paralimpik Tokyo 2020 dan tindakan yang telah diambil terhadap pihak yang bertanggungjawab."
151,0,8,8095f4,"Tuan Yang di-Pertua, untuk makluman Ahli Yang Berhormat, atlet Paralimpik negara Muhammad Ziyad Zolkefli telah kehilangan pingat emas dan catatan rekod dunia 17.94 meter dalam acara lontar peluru F20 yang dilakarkan di pentas sukan Paralimpik Tokyo 2020 baru-baru ini berikutan pembatalan penyertaannya oleh pengadil atau pegawai teknikal sukan pada olahraga di Tokyo.
Pihak kementerian sependapat dan percaya dengan pendirian Ziyad bahawa dakwaan mengatakan beliau lewat adalah tidak berasas sama sekali dan keputusan pengadil atau pegawai teknikal tersebut hasil daripada provokasi pegawai ataupun jurulatih pasukan Ukraine yang mana atletnya merupakan pesaing utama Ziyad. Walau bagaimanapun, pihak kementerian tetap menjalankan siasatan dan bagi memastikan dakwaan dan pendirian kita mempunyai asas yang kukuh. Berikutan insiden tersebut, kementerian telah menubuhkan satu Jawatankuasa Siasatan Dalaman yang dipengerusikan oleh Yang Berbahagia Tan Sri Borhan bin Dolah, mantan Ketua Pengarah Perkhidmatan Awam Malaysia untuk menjalankan siasatan terperinci mengenai pembatalan penyertaan dan kemenangan Muhammad Ziyad Zolkefli di Temasya Sukan Paralimpik Tokyo 2020. Mesyuarat telah diadakan pada 5 Oktober 2021 dan 22 Oktober 2021. Hasil daripada laporan jawatankuasa tersebut telah diserahkan kepada pihak kementerian pada 28 Oktober 2021. Pihak jawatankuasa mendapati jurulatih dan atlet berkenaan tidak dapat membuktikan mereka tiba pada waktu yang ditetapkan untuk pendaftaran di bilik menunggu, biarpun kedua-duanya mereka menganggap mereka tiba tepat pada waktunya.  Walau bagaimanapun, kedua-dua mereka iaitu jurulatih dan juga atlet telah mengambil tanggungjawab sepenuhnya atas insiden yang telah berlaku. Kita amat menyanjung tinggi atas sikap kebertanggungjawaban mereka.
 Walau bagaimanapun, kementerian tetap meminta kesemua pihak yang terlibat, baik di peringkat Majlis Paralimpik Malaysia, Majlis Sukan Negara, Persatuan Olahraga Para Malaysia dan semua pegawai, jurulatih dan atlet, untuk lebih berhati-hati bagi memastikan segala peraturan pertandingan sentiasa diberikan keutamaan dan ketepatan.
 Kementerian juga telah mengarahkan Majlis Sukan Negara melalui Persatuan Olahraga Para Malaysia mengambil tindakan bagi mengemukakan pandangan supaya World Para Athletics membuat penambahan khususnya prosedur Did Not Start atau penambahbaikan khususnya prosedur Did Not Start atau tidak memulakan saingan yang menimbulkan kekeliruan semasa acara berlangsung.
Selain itu, Majlis Paralimpik Malaysia juga akan membuat penambahbaikan garis panduan tugas dan juga tanggungjawab pegawai dan jurulatih semasa menyertai temasya agar perkara seperti ini tidak berulang lagi. Sekian, terima kasih."
152,0,8,9d9ff2,Terima kasih. Yang Berhormat.
153,0,8,de3b6a,"Terima kasih Tuan Yang di-Pertua dan juga terima kasih Timbalan Menteri. Saya meneliti jawapan Timbalan Menteri itu. Akan tetapi saya hendak di sini mengambil sedikit masa untuk mengiktiraf sumbangan seorang tokoh sukan yang amat disegani iaitu Allahyarham Datuk Seri Zolkples Embong yang telah meninggal dunia secara mendadak pada 3 Oktober 2021 yang lalu. Berkaitan dengan isu ini, beliau sebenarnya antara orang pertama di Malaysia yang telah memberikan gambaran sebenar termasuk kepada saya dan kepada media tentang apa yang berlaku kepada saudara Ziyad itu. Saya harap perkara ini tidak akan berlaku lagi.
Soalan saya soalan tambahan, kita perlu mengiktiraf sumbangan dan pengorbanan bukan sahaja atlet normal tetapi juga atlet paralimpik dan juga pegawai sukan. Kita nampak pengorbanan mereka yang amat besar ini. Mereka memang tidak minta anugerah yang lain selain berdiri di atas podium dengan memandang kepada Jalur Gemilang yang berkibar dan Lagu Negaraku yang didendangkan.
 Saya hendak tanya di sini ya. Selepas Sukan Paralimpik Tokyo 2020, tiga orang atlet paralimpik kita iaitu Bonnie Bunyau Gustin dalam acara powerlifting, Cheah Liek Hou dalam acara badminton dan juga saudara Abdul Latif bin Romly dalam acara olahraga telah menerima pingat emas. Malah saudara Abdul Latif bin Romly ini merupakan pingat emas kali kedua. Cheah Liek Hou pula memecah rekod sejarah sebagai pemegang pingat emas paralimpik acara badminton yang pertama di dunia.
Jadi saya hendak minta kita bagi anugerah, pingat kebesaran Datuk dan sebagainya, Tan Sri termasuk kepada ahli politik yang sebenarnya kita menerima gaji untuk menjalankan tugas kita. Bagaimanakah pula dengan atlet-atlet ini? Terutamanya atlet paralimpik yang telah mencapai kecemerlangan yang begitu hebat iaitu mendapat emas, membanggakan negara di persada dunia. Terima kasih."
154,0,8,9d9ff2,Terima kasih. Yang Berhormat Timbalan Menteri.
155,0,8,f9149f,"Kementerian selama ini memang memberi pengiktirafan yang secukup-cukupnya kepada atlet-atlet yang membawa keharuman nama kepada negara. Namun begitu, kementerian akan terus mengadakan rancangan-rancangan dan juga mencari ikhtiar-ikhtiar untuk menambah baik lagi penganugerahan dan pengiktirafan ini. Sekian, terima kasih."
156,0,8,de3b6a,Mohon pertimbangkan pingat kebesaran Datuk kepada para atlet yang telah berjaya mendapatkan emas pada Tokyo 2020.
157,0,8,853a67,Hulu Rajang.
158,0,8,9d9ff2,Cukup Yang Berhormat. Sudah dijawab Yang Berhormat. Yang Berhormat Hulu Rajang.
159,0,8,853a67,"Terima kasih Tuan Yang di-Pertua. Timbalan Menteri, saya berpendapat ini merupakan unacceptable reason. Rakyat Malaysia kehilangan satu emas yang sangat berharga untuk negara kita yang tercinta ini.
So soalan saya, adakah kementerian juga mempunyai sebarang perancangan pembangunan sukan OKU di kawasan luar bandar? Kita jangan pinggirkan luar bandar. Seperti di Parlimen Hulu Rajang, di Daerah Bukit Mabong, di bahagian Kapit, Belaga dan Sungai Asap kerana ramai orang OKU di sana mempunyai minat ataupun bergiat aktif dalam atlet sukan OKU. Terima kasih."
160,0,8,9d9ff2,Terima kasih. Yang Berhormat Timbalan Menteri.
161,0,8,f9149f,"Kementerian mengucapkan terima kasih atas keprihatinan yang diberi kepada OKU. Sememangnya kementerian telah banyak memberi penumpuan dan penambahan tenaga dan sasaran kepada atlet paralimpik. Jadi, kita sama-sama lah bekerjasama untuk memudahkan paralimpik ini terus bergiat dalam sukan paralimpik. Sekian, terima kasih."
162,0,8,fc4188,Soalan tambahan Padang Serai.
163,0,8,9d9ff2,Cukuplah. Ada lagi satu soalan. Maaf Yang Berhormat. Yang Berhormat Jerai.
164,0,9,15c0c0,"minta Menteri Pembangunan Luar Bandar menyatakan adakah kerajaan bercadang menambah peruntukan bagi baik pulih rumah eKasih daripada RM14,000 kepada RM20,000 memandangkan kenaikan kos harga barang yang semakin tinggi dan kenaikan harga yang terakhir adalah pada tahun 2016."
165,0,9,987694,"Terima kasih Tuan Yang di-Pertua. Terima kasih Yang Berhormat Jerai. Untuk makluman Yang Berhormat, Kementerian Pembangunan Luar Bandar sentiasa berusaha menambah baik pelaksanaan dan penyampaian PPRT dari semasa ke semasa agar bantuan di bawah Program Bantuan Rumah PPRT yang meliputi projek baik pulih dan bina baharu rumah dapat dinikmati oleh kumpulan sasar khususnya golongan miskin dan miskin tegar di luar bandar.
Pada ketika ini, kadar bantuan bagi skop baik pulih PPRT adalah maksimum RM13,000 di Semenanjung Malaysia dan maksimum RM15,000 di Sabah, Sarawak dan Wilayah Persekutuan Labuan. Untuk makluman Yang Berhormat juga, kos pembaikan rumah adalah berdasarkan kepada kos kerosakan yang dinilai oleh agensi pelaksana KPLB. Kementerian boleh mempertimbangkan kadar bantuan yang melebihi kadar maksimum sedia ada berdasarkan kepada tahap kerosakan yang kritikal terutama yang melibatkan risiko keselamatan.
Selain itu, kos tambahan ke atas kadar maksimum bantuan sedia ada, meliputi kos pengangkutan, teliti kerja-kerja tambahan mendesak lain yang diperuntukkan di bawah kos ekstrem maksimum RM2,000 di Semenanjung Malaysia dan RM3,000 di Sabah, Sarawak dan Wilayah Persekutuan Labuan. Terima kasih Tuan Yang di-Pertua."
166,0,9,9d9ff2,Terima kasih. Soalan tambahan pertama Yang Berhormat.
167,0,9,15c0c0,"Terima kasih Timbalan Menteri atas jawapan yang diberikan. Untuk soalan tambahan saya ialah berkenaan dengan peluang orang yang tidak mempunyai eKasih. Sebab hendak dapat eKasih ini melalui penghulu, kemudian ke focus group, seterusnya ke ICU. Sedangkan si penerima mempunyai masalah yang terdesak. Jadi apakah langkah-langkah lain untuk mempercepatkan proses baik pulih dan bina baharu? Adakah Yang Berhormat Timbalan Menteri bersetuju dengan kelulusan yang diberikan oleh Ahli Parlimen kita semua, yang akan disampaikan terus kepada Menteri sudah memadai untuk melayakkan bantuan itu disalurkan dengan segera? Sekian."
168,0,9,9d9ff2,Terima kasih. Silakan Yang Berhormat Timbalan Menteri.
169,0,9,f180f4,"Terima kasih Tuan Yang di-Pertua. Sebenarnya, perkara yang dibangkitkan oleh Yang Berhormat itu saya percaya terdapat kepada semua Ahli Parlimen yang mana kita ini sentiasa turun padang dan melihat keadaan yang sebenar.
Akan tetapi walau bagaimanapun, pihak KPLB telah menambah baik proses permohonan rumah PPRT ini dengan mempelbagaikan saluran permohonan. Selain daripada eKasih, permohonan penerima akan diterima melalui perakuan dan pengesahan daripada Mesyuarat Focus Group Pembasmian Kemiskinan Peringkat Daerah atau Negeri atau jawatankuasa yang setara dengannya di peringkat negeri dan daerah.
Inisiatif serve and assist oleh pegawai-pegawai kementerian dan agensi di bawah kementerian dari semasa ke semasa dan permohonan individu juga boleh dibuat secara dalam talian dan akan dipertimbangkan dalam jawatankuasa yang ada di peringkat kementerian, berdasarkan syarat-syarat yang ditetapkan.
Di sini, saya ingin mengalu-alukan agar permohonan daripada semua Ahli Parlimen dan wakil rakyat, permohonan ini hanya memerlukan pengesahan oleh penghulu tanpa pendaftaran eKasih. Permohonan ini akan diluluskan sekiranya memenuhi syarat yang ditetapkan. KPLB akan melaksana proses verifikasi dan kerja tapak berdasarkan perakuan tersebut.
Saya juga mengharapkan kerjasama daripada semua Ahli Parlimen untuk bersama dengan wakil ICU, pejabat daerah dan penghulu untuk mengenal pasti penerima-penerima yang memerlukan bantuan ini. Kita boleh terima pengesahan tersebut secara proses yang dibangkitkan oleh Ahli Parlimen Jerai sebentar tadi. Terima kasih Tuan Yang di-Pertua."
170,0,9,15c0c0,"Terima kasih, Yang Berhormat Timbalan Menteri."
171,0,9,9d9ff2,"Ya, Yang Berhormat Padang Serai."
172,0,9,fc4188,Terima kasih Tuan Yang di-Pertua dan ucapan tahniah kepada Tuan Yang di-Pertua atas kurniaan pingat Tan Sri.
173,0,9,9d9ff2,Terima kasih.
174,0,9,fc4188,Daripada wakil semua bekas tentera Angkatan Tentera Malaysia.
175,0,9,9d9ff2,Terima kasih.
176,0,9,fc4188,"Malaysia berbilang kaum;
Tiap kaum ada kebebasan hak mereka; Tutup kedai judi untuk kepentingan politik diumum;
Buka peluang untuk kedai judi haram pula.
Soalan saya, mohon penjelasan daripada kerajaan. Adakah kerajaan ingin untuk tingkatkan bilangan rumah mampu milik untuk golongan pasangan muda. Terima kasih, Tuan Yang di-Pertua."
177,0,9,9d9ff2,Mukadimah itu keluar tajuk terus... [Ketawa] Silakan Yang Berhormat Timbalan Menteri.
178,0,9,f180f4,"Terima kasih Tuan Yang di-Pertua. Sememangnya sebagaimana Tuan Yang di-Pertua menyatakan kepada Yang Berhormat Padang Serai memang terkeluar daripada tajuk.
Walau bagaimanapun, kita sudah mendengar ucapan pembentangan bajet. Kita sudah dengar ucapan Rancangan Malaysia Kedua Belas oleh Yang Amat Berhormat Perdana Menteri. Sememangnya kita akan menambah jumlah daripada segi pembinaan baharu ataupun membaiki rumah-rumah yang juga dibangkitkan oleh Ahli Parlimen Jerai sebentar tadi. Itulah sebenarnya jawapan Yang Berhormat Padang Serai. Terima kasih Tuan Yang di-Pertua."
179,0,9,9d9ff2,"Yang Berhormat Padang Serai, kalau jawab macam itu dalam SPM dapat ‘F’... [Ketawa] Terima kasih Yang Berhormat semua, sekarang tamatlah sesi untuk Waktu Pertanyaan-pertanyaan Bagi Jawab Lisan pada hari ini. Terima kasih kepada semua Yang Berhormat mengambil bahagian. Usul Menteri silakan. [Sesi Pertanyaan-pertanyaan bagi Jawab Lisan tamat]"
180,3, WAKTU MESYUARAT DAN URUSAN DIBEBASKAN DARIPADA PERATURAN MESYUARAT,743881,"Tuan Yang di-Pertua,
“Mengikut Peraturan Mesyuarat 12(1), saya mohon mencadangkan bahawa Mesyuarat pada hari ini tidak akan ditangguhkan sehingga selesai giliran lapan kementerian iaitu Kementerian Komunikasi dan Multimedia; Kementerian Tenaga dan Sumber Asli; Kementerian Kesihatan; Kementerian Perpaduan Negara; Kementerian Sains, Teknologi dan Inovasi; Kementerian Luar Negeri; Kementerian Perumahan dan Kerajaan Tempatan dan Kementerian Belia dan Sukan seperti di Nombor 15 hingga Nombor 22 dalam Susunan Giliran Yang Berhormat Menteri-menteri Menjawab ke atas Perbahasan Belanjawan 2022 di Peringkat Dasar dan selepas itu Majlis Mesyuarat akan ditangguhkan sehingga jam 10 pagi, hari Khamis, 18 November 2021”."
181,3, WAKTU MESYUARAT DAN URUSAN DIBEBASKAN DARIPADA PERATURAN MESYUARAT,9d9ff2,Terima kasih Yang Berhormat Menteri. Ada yang menyokong?
182,3, WAKTU MESYUARAT DAN URUSAN DIBEBASKAN DARIPADA PERATURAN MESYUARAT,9558ee,"Tuan Yang di-Pertua, saya menyokong."
183,3, WAKTU MESYUARAT DAN URUSAN DIBEBASKAN DARIPADA PERATURAN MESYUARAT,9d9ff2,"Terima kasih Yang Berhormat. Ahli-ahli Yang Berhormat, sekarang saya kemukakan masalah kepada Majlis untuk diputuskan. Masalahnya ialah usul seperti yang dikemukakan tadi hendaklah disetujukan.
 [Usul dikemuka bagi diputuskan; dan disetujukan]"
184,2, RANG UNDANG-UNDANG PERBEKALAN 2022 Bacaan Kali Yang Kedua DAN USUL ANGGARAN PEMBANGUNAN 2022,ce16a4,"Aturan Urusan Mesyuarat dibacakan bagi menyambung semula perbahasan atas masalah, “Bahawa Rang Undang-undang Perbekalan 2022 ini dibacakan kali yang kedua sekarang” dan “Bahawa Usul yang berikut ini dirujuk kepada Jawatankuasa sebuah-buah Majlis”. ""Bahawa Dewan ini, mengikut subseksyen 4(3) Akta Kumpulan Wang Pembangunan 1966 [Akta 406], membuat ketetapan iaitu suatu jumlah wang sebanyak tidak lebih dari tujuh puluh tujuh bilion dan enam ratus juta ringgit (RM77,600,000,000) dibelanjakan daripada Kumpulan Wang Pembangunan bagi tahun 2022, dan bagi tujuan dan butiran Perbelanjaan Pembangunan yang dinyatakan di bawah Maksud Pembangunan atau (“P”) dalam senarai Anggaran Perbelanjaan Persekutuan 2022, yang dibentangkan sebagai Kertas Perintah 32 Tahun 2021, adalah diuntukkan di bawah Maksud-maksud yang berkenaan jumlah-jumlah yang bersetentangan dengan butiran-butiran itu di ruangan enam dan tujuh senarai tersebut.” [16 November 2021]"
185,2, RANG UNDANG-UNDANG PERBEKALAN 2022 Bacaan Kali Yang Kedua DAN USUL ANGGARAN PEMBANGUNAN 2022,9d9ff2,"Terima kasih Yang Berbahagia Tuan Setiausaha Dewan Rakyat. Saya menjemput Yang Berhormat Menteri di Kementerian Komunikasi dan Multimedia. Silakan, 40 minit Yang Berhormat."
186,2, RANG UNDANG-UNDANG PERBEKALAN 2022 Bacaan Kali Yang Kedua DAN USUL ANGGARAN PEMBANGUNAN 2022,821366,"Bismillahi Rahmani Rahim. Assalamualaikum warahmatullahi wabarakatuh. Salam sejahtera, salam Keluarga Malaysia.
Pergi ke huma menanam padi;
Antara padi di pagar jagung; Yang di-Pertua kini bergelar Tan Sri;
Tahniah menjunjung kasih Yang di-Pertuan Agong."
187,2, RANG UNDANG-UNDANG PERBEKALAN 2022 Bacaan Kali Yang Kedua DAN USUL ANGGARAN PEMBANGUNAN 2022,9d9ff2,Terima kasih.
