level_1,level_2,level_3,timestamp,author,speech
,,,10.00 pagi,ANNOTATION,[Tuan Yang di-Pertua mempengerusikan Mesyuarat]
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Shaharizukirnain bin Abd Kadir [Setiu],"minta  Menteri Sains, Teknologi
dan Inovasi menyatakan perancangan kementerian untuk membantu pembangunan
industri angkasa negara dan seterusnya menarik pelaburan dari luar agar terlibat dalam
sektor angkasa negara bagi melengkapkan ekosistem angkasa negara."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,"Timbalan Menteri Sains, Teknologi dan Inovasi [Datuk Haji Ahmad Amzad bin Mohamed @ Hashim]","Assalamualaikum warahmatullahi wabarakatuh. Tuan Yang
di-Pertua, terima kasih kepada Ahli Yang Berhormat Setiu atas soalan yang dikemukakan.
Untuk makluman Ahli Yang Berhormat, di dalam membangunkan industri angkasa negara,
kerajaan menerusi MOSTI sedang membangunkan satu rangka tindakan sektor angkasa
yang komprehensif iaitu Malaysia Space Exploration 2030.
Rangka tindakan ini menggariskan strategi untuk tempoh 10 tahun bagi memacu
pertumbuhan sektor angkasa negara dan mewujudkan ekosistem angkasa negara yang
mampan. Hal ini selaras dengan pelaksanaan Dasar Angkasa Negara 2030 khususnya
teras keempat iaitu menyumbang kepada ekonomi dan kesejahteraan negara.
Untuk makluman Yang Berhormat, terdapat empat inisiatif utama yang sedang
dirancang dan akan dilaksanakan di bawah Malaysia Space-X 2030 iaitu inisiatif pertama
Program Pembangunan Satelit Penderiaan Jarak Jauh. Program ini akan dilaksanakan
melalui kaedah public-private partnership dengan izin. Ia bertujuan untuk mewujudkan
peluang kerjasama strategik antara kerajaan dan industri tempatan dalam pembangunan
teknologi satelit buatan tempatan. Program ini berpotensi untuk meningkatkan
pertumbuhan industri pembuatan komponen satelit, industri hiliran berasaskan data
berteraskan teknologi angkasa dan industri sampingan.
Inisiatif kedua pula adalah pelan strategik industri angkasa negara. Di bawah
Malaysia Space-X 2030, MYSA akan membangunkan pelan strategik industri angkasa
2030 yang akan menetapkan matlamat, fokus dan keutamaan pelbagai aktiviti teknologi
angkasa bagi memacu industri angkasa tempatan agar menjadi lebih kompetitif dan
berdaya saing.
Inisiatif ketiga pula melibatkan pemerkasaan kapasiti infrastruktur angkasa
negara. Kerajaan menerusi MOSTI juga telah membangunkan infrastruktur teknologi maju
angkasa bertaraf antarabangsa di bawah seliaan MYSA yang merangkumi fasiliti
pemasangan, integrasi dan pengujian satelit. Kedua, fasiliti kawalan misi satelit di
Banting serta, yang ketiga, stesen penerima data satelit (remote sensing) di Temerloh.
Inisiatif keempat melibatkan pengukuhan kerjasama antarabangsa dalam sektor
angkasa. Menyedari perkara ini MOSTI akan mempertingkatkan jaringan kerjasama
melalui pemeteraian memorandum persefahaman dengan agensi kecemerlangan di
negara-negara maju di dalam bidang teknologi angkasa. Ia bertujuan untuk meningkatkan
keupayaan dalam R&D&C&I termasuk melalui pemindahan teknologi maju berkaitan
dengan teknologi satelit, pelancar, sistem antena dan teknologi kecerdasan buatan di
dalam memproses big data yang berkaitan dengan pembangunan kepakaran di sektor
industri tempatan.
Dalam membangunkan industri angkasa negara, kerajaan menerusi MOSTI
sedang mengusahakan penggubalan Rang Undang-undang Lembaga Angkasa Malaysia.
Rang undang-undang ini juga telah pun dibentangkan di Dewan yang mulia ini dan baru
sahaja diluluskan di Dewan Negara pada 9 Disember 2021 yang lalu. Terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Tuan Shaharizukirnain bin Abd Kadir [Setiu],"Terima kasih Yang Berhormat
Timbalan Menteri. Soalan tambahan pertama. Pada 27 September 2021, satu seminar
tertutup iaitu Bengkel Pembangunan Stesen Sains Penyelidikan Lunar Antarabangsa
telah dianjurkan oleh China National Space Administration (CNSA) dan State Space
Corporation Roscosmos di Zhuhai, China. Adakah Malaysia terlibat dengan bengkel ini
dan apakah pendirian kerajaan terhadap Artemis Accords? Kenapakah Dasar Angkasa
Negara digubal dahulu, kemudian baru digubal RUU Lembaga Angkasa Malaysia?"
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,10.00 pagi,Datuk Haji Ahmad Amzad bin Mohamed @ Hashim,"Ya, terima kasih atas
soalan Yang Berhormat. Sememangnya Bengkel Pembangunan Sistem Penyelidikan
Lunar Antarabangsa atau dengan izin, Russian-Chinese Joint Seminar on Cooperation in
International Lunar Research Station telah dianjurkan oleh China National Space
Administration (CNSA) dan State Space Corporation Roscosmos di Zhuhai, China pada
September yang lalu. Ia bertujuan membincangkan mengenai penyediaan deklarasi
berkaitan cadangan pembangunan Stesen Penyelidikan Lunar Antarabangsa di bulan.
Seminar ini telah dihadiri oleh pakar-pakar daripada United Nations Office for
Outer Space Affairs (UNOOSA), European Space Agency (ESA), Asia-Pacific Space
Cooperation Organization (APSCO) dan beberapa buah negara termasuk seorang pakar
dari Malaysia iaitulah Profesor Emerita Datuk Dr. Mazlan binti Othman. Beliau adalah
mantan Pengarah United Nations Office for Outer Space Affairs (UNOOSA).
Tuan Yang di-Pertua, menjawab mengenai program Artemis Accords yang
diterajui oleh National Aeronautics and Space Administration (NASA), Amerika Syarikat
adalah merupakan program penerokaan angkasa antarabangsa untuk tujuan aman
termasuk penghantaran angkasawan wanita pertama ke bulan pada tahun 2024.
Satu perjanjian Artemis telah diwujudkan NASA pada tahun 2020 sebagai
panduan aktiviti kerjasama yang akan dilaksanakan melalui perjanjian dua hala dan
menjelaskan mengenai kedudukan peruntukan perundangan dan tanggungjawab negara
yang menyertai program ini."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Datuk Haji Ahmad Amzad bin Mohamed @ Hashim,"Buat masa ini, kerajaan belum berhasrat untuk menandatangani Artemis Accords.
Kerajaan berpandangan bahawa Malaysia masih belum bersedia untuk menyertai inisiatif
ini dan keputusan untuk menandatangani program seumpama ini perlu diteliti terlebih
dahulu daripada pelbagai aspek termasuk implikasi kewangan dan kelebihan yang
menguntungkan negara sebelum menyertai Artemis Accords. Sekian, terima kasih."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,1.,,■1010,Tuan Yang di-Pertua,"Ada soalan tambahan nombor dua? Kalau tak ada, saya
sekarang ingin menjemput Yang Berhormat Datin Paduka Dr. Tan Yee Kew. Silakan."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Datin Paduka Dr. Tan Yee Kew [Wangsa Maju],"minta  Menteri Kanan
Perdagangan Antarabangsa dan Industri menyatakan projek dan program untuk
meningkatkan daya saing industri halal bagi merebut peluang pasaran halal yang lebih
besar sepertimana disebutkan dalam RMK-12 sebagai strategi untuk merangsangkan
ekonomi negara dan menyatakan jumlah peruntukan yang telah diberi untuk program-
program dan projek-projek tersebut."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Timbalan Menteri Perdagangan Antarabangsa dan Industri [Datuk Lim Ban Hong],"Terima kasih Tuan Yang di-Pertua dan terima kasih kepada keprihatinan Yang
Berhormat yang bertanyakan soalan tentang pembangunan industri halal. Tuan Yang di-
Pertua, projek-projek pembangunan industri halal yang dijalankan di bawah RMKe-12
untuk mempertingkatkan industri halal adalah seperti berikut.
Pertama, Projek Pembangunan Kompetensi Modal Insan dan Pengetahuan
Sektorial Halal yang merangkumi aktiviti menginstitusikan dan pembangunan kandungan
ke arah peningkatan kompetensi modal insan dan pengetahuan industri halal Malaysia.
Kumpulan sasar adalah bakat dalam industri halal dan juga institusi-institusi berkaitan
industri halal negara. Jumlah peruntukan bagi program ini untuk RMKe-12 adalah RM10
juta. Sejumlah RM100,000 telah diperuntukkan bagi tahun 2021.
Kedua, projek halal Home-Grown Champion - Sourcing Partnership dengan izin,
merangkumi intervensi dan fasilitasi pembangunan kapasiti serta transformasi keupayaan
syarikat-syarikat halal tempatan yang dikenal pasti berdaya maju dengan berpandukan
maklum balas jurang dan penambahbaikan oleh rakan strategik HDC, iaitu syarikat produk
halal multinasional dan syarikat besar tempatan. Jumlah peruntukan bagi program ini
sepanjang RMKe-12 adalah RM6 juta dan sebanyak RM1 juta telah diperuntukkan bagi
tahun 2021.
Ketiga, projek Malaysia Global Halal Showcase: Reaching Halal Markets
merangkumi aktiviti persediaan dan penyediaan platform untuk produk halal daripada
syarikat halal tempatan yang berdaya eksport dan memenuhi permintaan di pasaran
antarabangsa yang menjadi fokus. Jumlah peruntukan bagi program ini bagi RMKe-12
ialah RM3 juta. Sejumlah RM1.1 juta telah diperuntukkan bagi tahun 2021.
Keempat, Program Latihan Industri Halal yang merangkumi aktiviti penyediaan
latihan kepada bakat halal tempatan bagi meningkatkan tahap kecekapan dalam industri
dengan kemahiran eksekutif halal dan juga kemahiran juruaudit halal. Jumlah peruntukan
bagi program ini untuk RMKe-12 adalah RM5 juta. Sebanyak RM750,000 telah
diperuntukkan bagi tahun 2021.
Tuan Yang di-Pertua, dalam memperkukuhkan lagi pembangunan industri halal
negara, kerajaan telah memperuntukkan RM12.63 juta bagi tahun 2022. Jumlah ini
merangkumi projek-projek di bawah kementerian MITI, Kementerian Pembangunan
Usahawan dan Koperasi dan juga Jabatan Perdana Menteri. Selain itu, pembangunan
industri halal akan dilonjakkan melalui Pelan Induk Industri Halal 2030 yang menggariskan
tujuh teras strategik dengan memberi tumpuan terhadap penghasilan produk dan
perkhidmatan bermutu tinggi di sepanjang rantaian bekalan halal.
Untuk makluman Tuan Yang di-Pertua, langkah dan usaha ini dijangka akan
meningkatkan sumbangan industri halal kepada KDNK sebanyak 8.1 peratus dan
menjana pendapatan eksport sebanyak RM56 bilion pada tahun 2025 berbanding 6.6
peratus dan RM30.5 bilion pada tahun 2020. Terima kasih Tuan Yang di-Pertua."
JAWAPAN-JAWAPAN LISAN BAGI PERTANYAAN-PERTANYAAN,2.,,■1010,Datin Paduka Dr. Tan Yee Kew [Wangsa Maju],"Tuan Yang di-Pertua,
memandangkan teknologi traceability semakin kerap digunakan untuk mengesan negara
asal, pengilang, proses pengeluaran dan sebagainya, saya ingin tahu sejauh manakah
MyTrace system yang disahkan oleh MATRADE itu telah diguna pakai dalam
pengimportan dan pengeksportan produk halal? Sejauh manakah ia telah berjaya
mengawal pengimportan dan pengeksportan menggunakan logo halal palsu?
Pada bulan Disember ini, telah berlaku pengimportan daging menggunakan logo
halal palsu di Senai, Johor. Kejadian seperti ini telah menjejaskan keyakinan pembeli
terhadap produk makanan kita di luar negara. Saya juga ingin tahu sama ada kes iaitu
produk kita dipasarkan di negara lain didapati menggunakan logo halal palsu. Sekian,
terima kasih."
